x_coordinates,true_y,predicted_y,prediction_uncertainty,predict_time_s,update_tree_time_s
0.2396217378985377;0.3158447822508196,589.292874736249,916.5227188746386,180.99762712865694,0.0005560059998970246,0.02545581200001834
0.6487614648463995;0.8969150573210776,1498.422713358973,1498.3333742424884,31.26672059087064,0.0006615979999651245,0.0009295229999679577
0.7252978395600514;0.36253023295631526,1037.3158497331153,1149.3399277892124,64.84541561670972,0.00048142200000711455,0.0007259819999489991
0.23227611599675457;0.5821764299467682,1137.2578061256422,1342.991636433788,81.87605915260237,0.0004936579999821333,0.0007808880000084173
0.16670930244486704;0.346703944527997,1027.8935738422724,982.4008029673369,223.9903428789366,0.0005386289999478322,0.0008930899999768371
0.8200310055128812;0.9771531295900177,126.69218685453632,760.1987511477232,327.64739063888834,0.00048623700001826364,0.0007421960000328909
0.7130532170991156;0.33873452849519725,1081.9834957018904,1003.4974602612888,24.800455939173023,0.0005035110000335408,0.03715264200002366
0.31660017449659095;0.6440904415444304,1192.2922563165653,1167.9196069695613,46.86467020053555,0.0006767269999272685,0.0008804800000916657
0.3766276852931326;0.8797176645948327,643.1747042352708,647.8076199627986,29.424131841228355,0.0005883600000515798,0.000909229000058076
0.9099432442496672;0.3460703142146673,1264.7999187669425,1251.7417989543846,120.31892491108312,0.0006899640000028739,0.0008047239999768863
0.2631938174612165;0.5863132378209834,1172.960903489277,1265.5380171165968,72.6903386302147,0.0005491379999966739,0.0007938339999782329
0.6656297356160887;0.8171757911452074,573.6244366998687,563.9892562580153,27.450878769498647,0.00048044000004665577,0.0007895250000728993
0.47101751261340374;0.7019904342255877,870.401341406129,1064.1595142291685,88.16356546117441,0.0005056239999703394,0.0008153469999570007
0.2576090648304533;0.7353721444265137,664.0217227080213,698.6623142719533,17.178359932315864,0.0005124279999790815,0.0007555349999393002
0.48812456411285665;0.8226469762318317,815.2352924011003,836.124789433996,71.41783797580628,0.0004793520000703211,0.0007793329999685739
0.21824158086007683;0.783397873234318,598.6029603692796,605.3542474246022,10.667352411910553,0.0004380320000336724,0.0008081149999270565
0.6124391440586809;0.5292315327645234,1034.7991519870732,929.2460229718463,74.75584693012455,0.0005376589999741554,0.0007719740000311504
0.5758524273643892;0.866388595869913,772.0429818900435,767.5469073299798,26.059061052575498,0.000468435000016143,0.000852258999998412
0.5523816330497451;0.9900390147686363,1472.2976583963496,1445.3372923416648,52.63065580857748,0.0004591420000679136,0.0008524759999772868
0.34391835150899464;0.5043030646411056,1148.687816284562,1023.6562955515649,121.89777166769018,0.0004946230000086871,0.0270710480000389
0.8260003650167126;0.6133596046185886,902.4714798015634,907.377349083455,265.62518148499663,0.0007108680000555978,0.0007621940000035465
0.8526033746789721;0.8191610982669469,1483.87049479909,1188.5303723975169,308.4842902089089,0.0005080140000472966,0.0007775110000238783
0.14058010353757233;0.4378748903882955,938.3746190194714,911.1497203614946,260.85110537269685,0.0004828609999094624,0.0008345800000597592
0.3040191092414215;0.21972788577225755,863.2847881912174,907.0532297655184,71.52463659189215,0.0006499060000351164,0.0006508129999929224
0.474423304717823;0.873947257998897,545.2442623491659,747.1953948251521,91.63613556215323,0.00047621500004879636,0.0008217230000582276
0.3977155194477864;0.7149776022445226,771.6142428789927,817.3001551406114,19.645467129290843,0.000471658000037678,0.0006911540000373861
0.3655070125563663;0.5456725112353918,1114.9999375287516,949.3555165900248,90.13965427065277,0.0008542729999589938,0.0010017719999950714
0.5006997839359952;0.3374602969626904,841.3282546659987,841.9227672624099,34.653274641758394,0.000508722999938982,0.0009054889999333682
0.47390516926387727;0.6503826969740012,793.2118450361547,893.0450603869429,81.75133386393571,0.0005205190000197035,0.0007719920000681668
0.15083188937134417;0.7779977403632912,1347.8104620121985,1345.9667798290927,32.67518056330846,0.0005022029999963706,0.0008011410000108299
0.6549087515980773;0.4164232573233767,805.5238204577229,847.2481561449638,88.82835456859357,0.0004727939999611408,0.0008725769999955446
0.7895213162816239;0.2567772489741039,1233.1789173882362,1313.3360891215932,149.05809602089988,0.0016982519999828583,0.0007942560000628873
0.875253739222126;0.9145179478884963,649.6524053680766,904.052378486694,234.3724976008601,0.0004488419999688631,0.0007505840000021635
0.019275084413028942;0.3333907912686329,1174.5547846930244,883.9882169814323,247.47142890500464,0.0004653509998888694,0.0008642210000289197
0.008404089424994488;0.5342553220679557,517.9961633415232,720.182581479907,135.13531198181167,0.0005130900000267502,0.0008132060000889396
0.8771861346005093;0.1678721261381727,490.50804567673913,745.2558265376159,143.1113979502218,0.00048198599995430413,0.0007339979999869684
0.5891696699604381;0.8601006564094982,824.1734502372267,828.9081800348769,32.19599632529799,0.00047112499999002466,0.000844639000092684
0.648583061990456;0.6118757331719583,901.839069135532,942.1968151965306,27.635871795056058,0.0005314069999258209,0.0006949020000774908
0.45050485195317425;0.4681991092055867,1011.4607452341089,959.4711114736593,119.37017482962715,0.0004890589999604344,0.0006890009999551694
0.6790068501404012;0.248486313058344,596.1075460308127,601.6875095604642,34.44562168726295,0.0004728960000193183,0.0007633150000856403
0.8058808828270554;0.6974455127070401,410.106618587483,419.6763809251994,102.18485981268793,0.0005551020000211793,0.0007821680000006381
0.9918620452648217;0.6770191800436982,1331.9047987453025,973.9739998331582,314.5842484893749,0.0005094979999284988,0.0006630670000049577
0.6495276136171495;0.9108513833433212,1552.1144102152584,1556.2575824291712,45.44967226551956,0.0005395319999479398,0.04223866400002407
0.3650755789519552;0.227849758800728,694.8160713337213,862.6893140240738,96.44348005276197,0.0006361019999303608,0.0007712299999411698
0.6928437979092914;0.19381130825746984,974.401218090189,968.898721102196,42.22605062942795,0.0004849480000075346,0.0007753359999469467
0.07288708430750712;0.25683971735384437,1317.453913587644,1248.9453024851937,200.11074904892303,0.0006008820000715787,0.0007273930000337714
0.33659253020173296;0.8338867098347276,1174.090997551781,1164.7002113845263,39.05895264114494,0.0005459600000676801,0.0007902779999540144
0.7078963671305463;0.5880847982426908,804.9252710013864,998.4658416529942,25.228684031632916,0.0004614619999756542,0.000778671000034592
0.3592518513551176;0.5449014775928775,1095.654782439121,958.7141392100901,90.32209976434314,0.0005898639999486477,0.0007342390000530941
0.9645819199180999;0.3122581995079612,1031.6148199940121,1037.570326605064,39.964529483318486,0.0005213250000224434,0.000609985000096458
0.3823749242359583;0.9342542953130586,451.98526896988545,484.7542892216879,34.694527592184365,0.00045453199993517046,0.0007640979999905539
0.5568801621803464;0.3877410470868131,1012.7244876264538,1002.7121797311858,71.18900224995295,0.000568240000006881,0.000767628999938097
0.7232915412841805;0.7487008469333873,481.8812511757635,969.4065469864647,68.97126348631987,0.0005268129999649318,0.0007214910000357122
0.18734244342125894;0.687544909359138,518.0505687053487,508.1163649216655,96.55163059040622,0.000529184000015448,0.0007685059999857913
0.5173140440489079;0.978338037154952,1498.1582216377267,1502.0564149688694,36.874440833481394,0.0005557590000080381,0.0007914370000889903
0.7273914260530531;0.6240073666510816,899.7250939766714,1024.5484376202785,27.917608812138887,0.00051524800005609,0.0007125749999659092
0.3249719722962211;0.8109107095567212,1070.69240083762,1059.9268891500167,25.466678635987368,0.0005716919999940728,0.0007523639999362786
0.7663882149750472;0.0702012400616504,668.1242623605445,660.3263881174787,140.9475920736276,0.0006935159999557072,0.0007233090000227094
0.5275793010906598;0.13320835483461513,663.2826568549085,664.3063893520713,15.584971103035425,0.0005207409999457013,0.0007041519999120283
0.8886215884989747;0.9364505477779331,645.6967172501022,911.7303203722813,243.31323455101025,0.0005345630000874735,0.0007178679999242377
0.8212427568505407;0.061462506282449314,765.402414748017,788.2091839029861,164.70619740665865,0.0004981329999509398,0.0007252589999779957
0.728108251991263;0.8995947869089743,1218.5130561270255,1251.689111362406,28.22644546847484,0.0004773940000859511,0.0007725809999783451
0.28955319177107375;0.8220757671866561,1047.0324393823307,1033.1555528799834,39.52356434488989,0.0005150409999714611,0.0007014370000888448
0.289242542928957;0.9310784045388201,874.0802333767083,873.8842605301094,8.496738424074945,0.00049395700000332,0.0008243959999845174
0.7303497871672028;0.6859464117842501,736.4901758098226,915.8974241195579,72.08080530840009,0.00045481199992991606,0.0007744389999970736
0.8932047450929534;0.19804522479650077,977.2419179838137,787.3779433551888,104.88532500523122,0.00048684399996545835,0.0006462860000056025
0.37341290568947083;0.02940480349750152,678.0564104854114,681.621601235207,77.93378424405189,0.00046700999996573955,0.0007180399999242582
0.5470910034362289;0.4856028971428672,965.6472581741507,833.9631639103259,98.48050251646227,0.0005077980000578464,0.0007680850000042483
0.087437402807512;0.2340342875928505,1580.5895970190672,1447.4677750238966,195.23560177416468,0.0004839350000338527,0.02818513600004735
0.5507109391167072;0.8407291657492763,582.0297256005283,610.3046506187011,43.78578767623822,0.0006910309999739184,0.0008660419999841906
0.36628306319043336;0.5280719146805631,1050.7001744747593,1013.6443591971295,100.69243590225449,0.0006469930000321256,0.0007317980000607349
0.9519101735842155;0.07596485846453915,1284.1579852119867,1193.0990703057867,141.0180138600856,0.000543264000043564,0.0006816159999516458
0.969589345868325;0.7751687413644576,1385.6231439452713,1317.1348650756931,230.37764448476315,0.00044323500003429217,0.0006989709999061233
0.18823025997630471;0.157162279255609,875.1191232679585,1252.8464379736874,168.4178080692171,0.0005306959999415994,0.0007736019999811106
0.6152122222827059;0.7970989988804121,563.5126272257958,558.6351077432125,39.42151950489095,0.0005204730000514246,0.0008632160000843214
0.4336679147168251;0.7477088381065161,1158.2167658908224,1141.2186656169938,17.223700131997543,0.000650190999976985,0.0009402019999242839
0.9547537720239753;0.11617607378135286,735.1343869241009,731.9074281443993,39.615693702538834,0.0004905959999632614,0.000656495000043833
0.6687597374317401;0.8050272639254756,529.730600454755,542.8491253174628,23.24389280494625,0.0005075189999388385,0.0008464400000320893
0.8547314117982164;0.054437851366433865,1029.7010561019777,1014.9815422801911,36.76169010674277,0.0004974519999905169,0.0007488480000574782
0.3100905236218262;0.2505769757925379,646.9845462825544,454.83333259604785,60.924799198536995,0.0006312960000514067,0.000719613000001118
0.7976631569619329;0.6091794578167267,1249.707726228305,1085.833029143221,206.56525173190886,0.0005045819999622836,0.0006787690000464863
0.7617789794163722;0.8475896193493349,1550.9080349960743,1181.254344206338,295.09610754221126,0.0009493389999306601,0.0007100230000105512
0.266175918792126;0.026062366374816626,761.4269456910669,662.3866595556169,131.567706511596,0.0004744100000380058,0.0006512239999665326
0.5013726389909036;0.708404569181113,1073.6495283968704,1038.3542870935833,41.66559438793036,0.0005305820000103267,0.05129288799992082
0.739614946087523;0.1069288486997978,1256.68135388045,993.1964877545607,121.62231117471431,0.0006761130000541016,0.0008211350000237871
0.8791429349580302;0.89555485381567,446.8559449001217,863.3135900751502,252.9175623015704,0.0005233650000491252,0.0007565199999817196
0.9840611260067287;0.14816801287786152,1347.0647275905164,1235.0368701613838,116.73345901337736,0.000548278999985996,0.000697730000069896
0.07976590130577743;0.566349484994117,602.4520320152068,603.9238388558733,57.89953251842346,0.0005230299999539056,0.0006890779999366714
0.3654811113864639;0.7120882540152331,827.2345519760987,818.5004335900516,5.644960936729001,0.0005144299999528812,0.03992442399999163
0.7718350376115293;0.573900164470643,1040.3614953983633,1092.6355034210915,219.32266898729566,0.0006668029999445935,0.0009873940000488801
0.8129758303399515;0.20020052320697512,1097.2426534546623,1176.8495979949282,169.56318081368275,0.000493666000011217,0.0007610029999796097
0.5538155781863952;0.3220500841860324,797.6023657846827,802.4941694635164,44.31569289815935,0.0005406049999692186,0.00072642200007067
0.7486512933054784;0.7393686984324669,708.5838058117308,416.9309474787203,69.42329593367944,0.0005614820000801046,0.0008925480000243624
0.48791664126087664;0.6653955865287922,763.9938765700073,788.1488987450342,49.395295243779124,0.0004909040000029563,0.000787972000011905
0.8788007475359259;0.1988273606938903,1071.9130281798257,904.3856496067627,95.020178992407,0.0005216160000145464,0.0371252130000812
0.6659236253215504;0.10409526083049347,837.9399480132432,813.8201880885057,46.05844400875233,0.0007290930000181106,0.04327179100005196
0.785116892520982;0.4401599464574888,1231.8512697026708,1227.674938232755,24.46105171552052,0.0007355120000056559,0.0007874560000118436
0.9115898976182649;0.18469094771240335,825.9336712508602,822.3816855417617,75.63133234600237,0.000724442999967323,0.0007659360001071036
0.2662692204633307;0.01871948203355256,757.286683207057,697.196852713638,96.96221686745719,0.0004597729999886724,0.0007667959999935192
0.7317284385561187;0.11486759030122384,1344.6189634459242,1318.4273293394745,37.6835931309909,0.0005106530001057763,0.0007386800000404037
0.5133558411574654;0.2319438053762498,1128.6647749571346,1134.2448566619983,38.929688223915925,0.0005541329999232403,0.0007418339999958334
0.7899107305668108;0.2777992848975229,813.2016174143544,910.1262721006257,75.32293454457208,0.0005232649999697969,0.0007473590000017793
0.7283428677161065;0.4268065241206568,1065.6367843971357,1029.5372877972568,34.83900423985332,0.0005852580000009766,0.0008187110000790199
0.5983110535378412;0.47055603586719097,916.9780158775364,889.1551746867674,71.68324928612519,0.0004909269999870958,0.0008056079999505528
0.024668145109923878;0.5012437378087522,469.95169984799935,731.3525253361502,140.31648549317433,0.0004720160000033502,0.0008352110000942048
0.8552354225297311;0.00533421207617113,732.4362596642258,917.0354025353483,237.50026040921367,0.0005155239999794503,0.0006810009999753674
0.65471801271184;0.4278122144638431,844.2421494284908,772.1909909658985,38.59353941355951,0.0005435519999537064,0.000787199999990662
0.09030495898707436;0.3243715687989027,520.8301393530094,530.6955577162878,100.72337505005568,0.00047768700005690334,0.0007550309999260207
0.462185624458602;0.5200269450558046,888.5925535778038,899.7334413689673,109.06895567328289,0.0005698639999991428,0.0007331460000159495
0.24857758893090232;0.6959265975111308,1086.6728081199042,851.4338863461495,35.175415900840115,0.0005344070000319334,0.0007530789999918852
0.8317427806261957;0.4470686997475687,1036.4843804423806,931.5432844914706,203.80552337405263,0.000480805000051987,0.0007274449999385979
0.6969808537736968;0.5751878026782192,763.1248296879469,832.1404623336235,34.19019978501514,0.0006085369999482282,0.0007335760000160008
0.9637546314059697;0.696449969022529,683.2169388597665,811.7731143475565,310.8631814607662,0.000530177000086951,0.0007343170000240207
0.13757423330263285;0.2534483165560718,1234.9362842428718,1201.1730893397307,184.3449590980059,0.0004809130000467121,0.0007835729999214891
0.9126717000485747;0.34219735382765826,1305.7222811915628,1308.8186832922945,34.474549668383666,0.0005509389999360792,0.0007438430000092922
0.3921645664324961;0.6781499551663875,779.5101138532968,832.4935403965126,107.55089800326229,0.0005010820000279637,0.0006763970000065456
0.6885747111586003;0.2893760651786087,1062.2014987660007,1047.449823054688,32.990956790576405,0.0005535500000632965,0.0007986000000528293
0.38169421833142103;0.09934638472007129,1335.6710138841627,1172.160360312917,139.4084325388268,0.0005372409999608863,0.0007384169999795631
0.9756705511257671;0.37057001126270894,1414.5045650100997,1364.6100284110853,114.8019625039909,0.0005139639999924839,0.0007038960000045336
0.11811909630884754;0.9636349403344162,964.4205351512289,939.7604811718264,32.482220899377154,0.0005430300000170973,0.0007521579999547612
0.2740047377585545;0.053588469650576176,794.7437723814504,721.7030253355749,109.07427195253759,0.0005504119999386603,0.0007657039999457993
0.2808818505101064;0.9111070301777361,1161.136978221558,1161.2892109244049,4.986142052590301,0.00046538200001577934,0.0007913819999885163
0.9895329701490843;0.16784986593596607,983.1236167438615,1169.616616600896,130.52160337075495,0.0005081409999547759,0.0006807120000758005
0.31034650303043443;0.7671689971999857,614.2958983327443,621.6324953133592,8.470521322344094,0.0005045440000230883,0.000851119000003564
0.0282411110097176;0.9237966720895407,674.6293241464755,675.206277592487,21.449692361049244,0.00045733100000688864,0.0008205679999946369
0.9770776923066926;0.6442544860359396,1275.6799055358417,1079.6281761223672,284.4810246298788,0.0005225319999908606,0.029533126999922388
0.46726142073545485;0.6979235367473924,821.6406168454644,836.8946478208863,22.31102978267663,0.0006842479999704665,0.000851559000011548
0.6852991093607221;0.9135919250237602,1583.652039011562,1581.1614756652987,24.438471566732318,0.0005202989999588681,0.0008178580000048896
0.8146251797041395;0.9528464664199506,302.1859101992537,442.7955618633025,229.2761163557455,0.0005206619999853501,0.000834725000004255
0.10221926887272192;0.7449225286058262,1444.0610565268728,1437.163280382083,18.880164548053067,0.0005098479999787742,0.0007923779999146063
0.07028787535611802;0.9214797849604899,740.2670530282583,739.9937830785307,10.150764491036089,0.0004611179999756132,0.0007901810000703335
0.8927495444705937;0.46656105433812145,637.3421263392559,629.6637745103378,85.44712184895626,0.0005135970000083034,0.0007971659999839176
0.2574335797616446;0.962898004451991,629.3841676988098,628.19315347211,14.204085338266246,0.00048318599999674916,0.0007508180000286302
0.46527576377483293;0.6517790281920338,796.8213254775193,795.0036947517985,34.63629307466292,0.0004963989999851037,0.0007730459999493178
0.7944700775110126;0.6357647854288626,1340.7690886418225,1113.987127471874,232.40081756449675,0.0006758410000884396,0.0009207929999774933
0.17570476306460103;0.965990990586006,643.2446691990492,615.23346362641,24.19346919431303,0.0005095120000078168,0.0007965070000182095
0.06431673122696513;0.8571027882173158,191.77894125269665,213.07491087851952,15.549848784939641,0.0005144939999581766,0.05271568699993168
0.38483462544201164;0.6908538924279249,774.1907984590871,765.7679472158318,23.95638556077406,0.0006905610000558227,0.0009886420000384533
0.5380892825717619;0.9038876925604049,883.9097558397056,867.1587938632889,58.933672798064826,0.0005307239999865487,0.00076881699999376
0.18717875290561747;0.6765722891955374,430.5534544634369,427.0687859559008,39.179619921944834,0.0005115230000001247,0.000760174999982155
0.8394803738451416;0.8648959591903904,978.9234918336629,1114.0799219280448,213.92782105651688,0.0005631269999639699,0.0008030669999925522
0.9024448938748549;0.44788011858848853,554.1791363623801,554.3691602873937,83.2431838432543,0.0005267099999173297,0.04399820500009355
0.3026843514426999;0.37866526596023,815.3385182536824,997.297747576114,132.7932365871497,0.0006159719999914159,0.0008444139999710387
0.390609479594481;0.2212538128909336,614.3157938253827,716.3835207399106,86.584017536282,0.0005175960000087798,0.0007974860000103945
0.8395055544973389;0.7010490464025896,820.0844233400094,832.7370487560954,53.627467906513345,0.0005474460000414183,0.0007573880000109057
0.4259107988445745;0.6727370972616302,687.4343593278667,689.0195337807613,20.99892304783424,0.0004648020000104225,0.0007566970000425499
0.25350827364766093;0.29963488126346816,744.5192886609716,786.8492746437512,87.93572143524821,0.0004659019999735392,0.000839520999988963
0.42524985133835647;0.5862771658313134,1085.719887268758,1082.6249879379418,30.507734134879612,0.0004804850000255101,0.000759563999963575
0.7368643375286829;0.900371071565687,1151.8030977352014,1168.6342359931266,15.277976917363588,0.0004629799999520401,0.0007833700000219324
0.5378018236961138;0.9883414564867389,1511.7536609373078,1516.1033835936141,24.325031631933165,0.00048020299993822846,0.0008561380000173813
0.21898598138669645;0.37233250601624013,1293.043256534747,927.2006068549837,219.68041599014498,0.0005120060000081139,0.000793222999959653
0.34068522548382263;0.8023634914715713,1115.922049189745,1110.1119818426703,11.9131593899257,0.0004889690000027258,0.000787159000083193
0.4019657238679163;0.43385537509173455,1025.2317933303764,1023.9447761791322,36.934983444988745,0.0004468009999527567,0.0007015380000439109
0.4550320367167654;0.8414144719372751,814.4249598167509,846.5807011128353,14.865533234234718,0.0005581110000321132,0.0007493780000231709
0.6475554163555678;0.8815373076836683,1371.2374773464544,1368.2398871821633,23.67109491966445,0.0005412670000168873,0.0007638580000275397
0.6828295682360691;0.1924859138305839,1004.1671889344574,1005.574253448669,10.248922998683376,0.0004910549999976865,0.0007570880000002944
0.7113423074003585;0.45902059951210417,765.174587082717,814.1733134425742,35.89148202687005,0.0006028410000453732,0.0007087499999443025
0.5073273336400568;0.7885259613194575,1045.9641614451527,1042.0296384829846,8.969098159431809,0.000521746999993411,0.0007799789999580753
0.3708507842401568;0.6587003348280752,1029.6156345390457,1037.5109859978497,68.97298020512515,0.0004764380000779056,0.0007532710000077714
0.8206031941313102;0.29651682282541003,1165.1524096074345,1147.0906330451758,11.560472135901195,0.0005521989999124344,0.0007739730000366762
0.6163497872201678;0.8508009489087425,910.6126091838338,912.3021084736142,16.336569471819328,0.0005359860000453409,0.0007991449999735778
0.9291667842588104;0.08061302227737865,1200.8081021833573,1185.3716474516903,91.83141102301958,0.000518596000006255,0.0008107150000569163
0.1889348588059273;0.13876326029587716,1246.4749438712065,1200.5948780471165,20.581282504473652,0.0005946960000073886,0.000766661999932694
0.4110905990717224;0.043554982128899744,1066.9011191744016,1019.0743871845065,75.38348043838918,0.0005049070000495703,0.0007403839999824413
0.7191694229357026;0.10797282984165679,1207.8871687815806,1205.5856515308542,29.47179414112037,0.00048419000006560964,0.0007343869999658637
0.17251668758803518;0.4556402800214746,800.0762382040945,915.777524781816,213.93956093036374,0.0005386609999504799,0.0007940010000311304
0.770924236605696;0.483593812386512,951.334745627087,1053.750014695192,178.9940017387328,0.0005236690000174349,0.0007820209999636063
0.15918796615869069;0.6338720105167356,640.7730450243071,618.4932349965657,86.6802955656095,0.00046333700004197453,0.0007157229999847914
0.520233235873796;0.9411603202036971,1227.101425199121,1198.0252052315184,60.48937874041986,0.0005627940000749732,0.0007884689999855254
0.19033968199562767;0.47837444580239474,869.5784074457789,947.9414583923618,89.10777661688319,0.0005059469999650901,0.0006895679999843196
0.5064101605360839;0.511656630291803,895.384815323434,895.7896718022843,41.765047791418624,0.000541421999969316,0.0008026670000162994
0.1014843730413022;0.4741543308369266,1334.474477687253,1129.8911018368485,109.68470562491578,0.0005725150000444046,0.0007398889999876701
0.31563583160719944;0.2733414818702363,980.2103876517285,667.5669928188453,50.475037125344706,0.0004495640000641288,0.0006396589999440039
0.005910504228581637;0.6290643070679016,1263.828360375833,1321.2906205123943,94.61374193078349,0.0004692380000506091,0.0007155069999953412
0.38690656848668414;0.10146088616899596,1325.633392387077,1177.682142071464,140.24367322998597,0.000533624000013333,0.000823215999957938
0.1587909518300583;0.8193576593675242,928.6009620359818,927.9960392643724,5.792290808076773,0.0004897860000028231,0.0008036880000190649
0.8267154191001079;0.21680297561690165,1418.701461940661,1411.3076777557842,31.792126994417693,0.0005377749999979642,0.0007421280000698971
0.4737953900754909;0.91586118377898,700.1890064332053,750.3009553818454,77.89822076888974,0.0005459770000015851,0.0008485380000138321
0.41404806191444;0.0299693206161169,990.9475035765645,1013.4453822959173,41.22708328092583,0.00047098699997150106,0.0007361960000480394
0.3983066633757213;0.6556505631432673,891.1512846549751,911.76679720331,70.18318559661473,0.00041886300004989607,0.0007352200000241282
0.7845573417505107;0.20278593415892576,1014.2683575505689,1054.6446863360088,82.89836041004743,0.0005263709999780986,0.0008560420000094382
0.12591642806714076;0.29854219153086303,1201.532837800267,1099.5514483943257,161.59562421432258,0.0004838649999783229,0.0007699269999648095
0.3572833448188336;0.47047762502718227,972.5364526046949,1078.4239010244241,143.47483306071618,0.0004658709999603161,0.03526030399996216
0.0011288717653720193;0.7667044956082782,377.3913824872145,456.3378528092737,15.86042298707569,0.0006395630000497476,0.0008926319999318366
0.3346523860695966;0.9342150870747808,575.1407900559426,578.4717001419997,13.850778426967286,0.0005572189999156762,0.0009012090000624084
0.007651292121008346;0.36963092383658047,1426.191013459471,1191.459863860512,179.6238471888267,0.0005171700000801138,0.0008104329999696347
0.7779745256998917;0.798675399985779,789.0481037020639,930.2039453814182,190.7519526232496,0.000722622000012052,0.000831860000062079
0.8616011580160938;0.5963564480325625,804.6936559426282,822.7773907857463,146.49119191308026,0.0005596070000137843,0.000842986999941786
0.36959787016294154;0.9176074773648818,436.25354903133587,437.48528352208723,11.024483018667683,0.0005305839999891759,0.0007513419999440885
0.6718239954319459;0.7318650770343181,983.5463885792552,968.7823522557953,30.045889121358638,0.0005496200000152385,0.0007875680000779539
0.20059462619175172;0.7708664725623405,796.1760457129371,798.5630498295368,11.637385193108768,0.0005669470000384536,0.0008083809999561709
0.25865370511117103;0.4244655331913927,1160.6186315418033,1045.767178857934,105.5432410251199,0.0005202529999905892,0.0007025260000546041
0.5420125798964665;0.804255312394772,781.9226148893745,786.6823515176408,42.07749657223566,0.0005510600000206978,0.0007593819999556217
0.994681948455438;0.8619345285274248,672.1044639060822,1001.2362247243176,311.968354150927,0.0005650940000805349,0.0008284210000510939
0.2152065991977219;0.07599849323924823,515.3468542695398,823.4777673874597,180.83365395658737,0.0005250509999541464,0.0007231120000597002
0.5178683305308546;0.37717324202298386,1036.726925035588,953.8266490451272,73.65107166195233,0.0005668169999353267,0.0007653330000039205
0.8885264302347394;0.6477736556274292,386.7693368740969,398.39408677472625,68.59807459294643,0.0005505259999836198,0.0007731229999308198
0.40759510782008634;0.340415888322782,891.5545504705706,1048.9791458525397,161.43869050778645,0.0004971380000142744,0.0006262209999476909
0.9461375079586494;0.43952184069548117,850.7248674233267,863.4357507372936,70.64077175771571,0.00048550300004990277,0.0007742129999996905
0.9552846179674155;0.8140286590081547,1374.5365158227908,1424.4070927055184,146.28405386764769,0.00048139299997274065,0.000866793999989568
0.023762275050226322;0.7283661176734795,1271.083667368483,817.742984679749,21.139568722336783,0.0004835800000364543,0.0007664490000252044
0.9653259677249375;0.0007669675752479677,1573.0294077311937,1614.3582933624962,74.50239472448042,0.0005318480000369163,0.0007108940000080111
0.6168747629390583;0.5450749975212903,1086.2909673159252,961.4602915801203,46.109020970105796,0.0005395860000589892,0.0008261540000376044
0.5191958956141094;0.4586180907968471,975.6652773829908,933.0590889700972,102.84142882850684,0.0004927210000005289,0.0007811140000058003
0.5152888716486027;0.6774305616579895,871.7432760113087,877.6986190033435,41.39075896418401,0.0005262099999754355,0.0006980919999932667
0.12326371695141303;0.46692093382896527,1297.6055014102487,1027.5150172867086,256.6759302148975,0.0005277029999888327,0.03763100499998018
0.20509678176697776;0.5974758074264643,1046.8714873092545,1190.366945175168,26.41174281214647,0.0006408969999256442,0.0008178079999652255
0.9098755432632777;0.9949002914762594,979.1111169670046,821.309434102263,283.719411544481,0.0005448539999406421,0.03498414499995306
0.37159580524225466;0.010985156707729038,530.9227364785781,525.1488949852605,80.46543852786567,0.0006145800000467716,0.0008157490000257894
0.3704612921931012;0.5246265691524299,1042.9543883270308,1038.7365583754397,18.541062584836332,0.0005555499999445601,0.0007339600000477731
0.04574559515038945;0.8871440391011818,103.76682196192098,97.06649482486398,13.416520444716996,0.0005053440000892806,0.0007778020000159813
0.7828362264313745;0.17289579240078146,1054.636445036412,1031.8946371576544,77.21134035829509,0.0008290209999586295,0.0009776829999736947
0.0526065544117128;0.00725415668954732,1672.7751517671281,1075.4589624045648,178.21267490661265,0.0005163029999266655,0.0008194389999971463
0.8848737478117227;0.7951042777692983,1142.067907147265,1276.0726609856035,149.82241447560492,0.00057123200008391,0.0007800160000215328
0.10365727536774738;0.3128039681543544,752.6647786084786,786.4370652887095,169.70900703184307,0.000564146000101573,0.0008690349999369573
0.24479145368604494;0.494328104995008,701.4323975067134,758.031567023138,73.88378731866882,0.0004765150000594076,0.0008072709999851213
0.49232458518958777;0.612513950387461,960.8425069307681,910.6233865457782,48.361723296281504,0.0005412349999005528,0.0008091129999456825
0.29310525906902196;0.5215241900064065,790.0035273324148,863.4971931396587,73.33929149062922,0.000501256999996258,0.0008811840000362281
0.8093938984673256;0.0037192330329153256,383.91728527438715,471.65831152562987,110.89409958524685,0.000478702999998859,0.0008203469999443769
0.6132987162399599;0.09604446556148427,605.7545902287161,619.7661620633392,39.670134093826675,0.0005290209999202489,0.0009957739999890691
0.6473907043837936;0.8288922348214536,690.0257316228475,682.3102527062197,30.702933465447465,0.0006107110000357352,0.0008116110000173649
0.8665617547352175;0.49238842906966196,1120.961850868693,1073.6490031449093,105.99430008778737,0.0005361119999633956,0.000804556000048251
0.3089219211885822;0.1742764496222422,1135.063951122885,1205.8321889866513,164.90485622879018,0.000504066000075909,0.030134075999967536
0.06732886101989366;0.4511191466817933,1338.012050906606,1356.6022689640577,83.51009259061205,0.0006666919999815946,0.0008869719999893277
0.30439141782037993;0.23193992741517078,629.2220132650102,659.0234541382163,49.353512982131065,0.0004895760000636074,0.0008603290000337438
