x_coordinates,true_y,predicted_y,prediction_uncertainty,predict_time_s,update_tree_time_s
0.8431950330138105;0.7066492692411448,796.6699081566992,854.4058813765627,32.803377248577746,0.0004214889999047955,0.000573142000007465
0.5320924397979482;0.41445689457328594,895.1063703869474,914.9540249888328,84.50222688758167,0.0005508640000471132,0.0006520560000353726
0.40733499747629;0.9096779433474262,399.66644641962796,664.4322206604214,195.7116119817089,0.00038819899998543406,0.000694909000003463
0.3055745455758312;0.8605459320690502,1257.5735578345223,881.1930451262591,259.2457515050928,0.00048051299995677255,0.0006537059999800476
0.837449333498549;0.22308280082322762,1485.958926500892,1321.047270629249,133.34593892074793,0.00038571900006445503,0.000739574000022003
0.2097295987604797;0.5367053538453326,1065.3514406610063,856.2715419798775,213.90016433447246,0.0003830370000059702,0.0007313220000924048
0.8848631159176189;0.8517028412696984,1351.7746673561223,720.7499117444856,274.6596397681517,0.0004724780000060491,0.0006740779999745428
0.22819981882349194;0.9738202299440163,465.0260133027179,979.3027392534856,306.86141637151167,0.0004282260000536553,0.030325502999971832
0.6646243917871419;0.8911855344580712,1493.8833322123642,915.963694544208,333.71264197407805,0.0006227960000160238,0.0008863110000447705
0.32186722865237194;0.46506102314010034,1132.372491516791,1103.7200657106728,162.279522148855,0.00047445600000628474,0.0007028269999409531
0.802120639897293;0.7021130831648855,427.3199911913133,867.7791054899022,270.8411893952255,0.000436856999954216,0.000692422000042825
0.7755873329926517;0.32789484130065893,641.5032636980638,686.7892582086872,175.13587174920136,0.0004207040000210327,0.0007706719999305278
0.5370113880441508;0.20558473969413438,1086.7995826860345,886.5443398955019,333.87740793118354,0.0004799570000386666,0.0006392669999968348
0.8558369078537331;0.27244682007906906,1494.524802351062,1164.5531349047883,311.1124898550148,0.0005090700000209836,0.0007243500000413405
0.967320257852761;0.5424357775653529,657.7204729072869,905.1654351999466,364.58076278920527,0.00045425900009377074,0.0006825780000099257
